0.3,0.2,0.7,default,seamless,0.5,1.26,0.88,2.77,1.27,0|0,0|0
12.8,0.1,0.7,default,seamless,0.5,1.17,0.84,1.73,2.29,0|0,0|0
28.9,0.1,0.7,default,seamless,0.5,1.11,0.79,1.73,1.49,0|0,0|0
33.1,0.2,0.7,default,seamless,0.5,0.98,2.07,0.87,0.96,0|0,0|0
36.5,0.3,0.7,default,seamless,0.5,0.93,0.72,1.59,0.68,0|0,0|0
42.7,0.5,0.7,default,seamless,0.5,0.95,0.74,1.23,0,0|0,0|0
53,0.6,0.7,default,seamless,0.5,0.92,0.72,1.31,0.95,0|0,0|0
64.9,-0.3,0.7,default,seamless,0.5,2.98,4.67,1.72,1.32,0|1,0|0
64.8,-4.3,0.7,default,seamless,0.5,1.91,1.57,2.13,2.11,0|1,0|0
73.8,-4.9,0.7,default,seamless,0.5,2.11,2.2,0.37,0.48,0|1,0|0
73.9,-10,0.7,default,seamless,0.5,1.86,2.83,1.38,1.04,0|1,0|0
70,-15.2,0.7,default,seamless,0.5,3.92,2.83,1.44,1.8,0|1,0|0
67.1,-19.6,0.7,default,seamless,0.5,2.44,1.15,0.44,1.98,0|1,0|0
67.8,-24.2,0.7,default,seamless,0.5,0.95,0.66,0.87,1.26,0|1,0|0
69.3,-27.3,0.7,default,seamless,0.5,0.75,0.49,1.14,1.47,0|1,0|0
69.1,-46,0.7,default,seamless,0.5,2.74,1.81,2.76,1.36,0|1,0|0
71.8,-46,0.7,default,seamless,0.5,3.62,1.84,2.04,1.34,0|1,0|0
79.8,-46.1,0.7,default,seamless,0.5,2.62,1.73,2.49,1.53,0|1,0|0
84.4,-45.9,0.7,default,seamless,0.5,5.61,1.75,1.4,1.65,0|1,0|0
84.1,-39.1,0.7,default,seamless,0.5,0.72,0.73,0,1.45,0|1,0|0
75.8,-38.9,0.7,default,none-seamless,0.5,0.71,0.45,0.64,1.1,0|1,0|0
76.2,-22.6,0.7,default,seamless,0.5,0.55,1.53,1.28,0.15,0|1,0|0
77.3,-20.5,0.7,default,seamless,0.5,0.87,2.24,0,1.52,0|1,0|0
82.7,-11.5,0.7,default,none-seamless,0.5,0.37,0.83,1.01,1.02,0|1,0|0
90.3,-10.7,0.7,default,seamless,0.5,0.2,3.18,1.97,1.12,0|1,0|0
93,-10.7,0.7,default,seamless,0.5,0.63,3.2,0.89,0.97,0|1,0|0
105,-10.7,0.7,default,seamless,0.5,0.97,1.27,0.85,1.03,0|1,0|0
105.6,-16,0.7,default,seamless,0.5,0.61,2.96,1.17,0,0|1,0|0
105.7,-26,0.7,default,seamless,0.5,0.84,1.25,0.91,0.81,0|1,0|0
104.7,-30.3,0.7,default,seamless,0.5,1.49,1.51,1.14,0.99,0|1,0|0
99.1,-37.1,0.7,default,seamless,0.5,1.63,1.49,1.15,1.57,0|1,0|0
89.6,-46.1,0.7,default,seamless,0.5,3.48,1.42,0.75,1.07,0|1,0|0
85.3,-47.5,0.7,default,seamless,0.5,3.24,1.22,1.43,1.15,0|1,0|0
79.9,-47.5,0.7,default,seamless,0.5,3.24,2.15,1.07,1.27,0|1,0|0
73,-47.4,0.7,default,seamless,0.5,1.02,1.59,0.85,1.25,0|1,0|0
71.1,-47.7,0.7,default,seamless,0.5,0.83,1.25,1,1,0|1,0|0
69,-48,0.7,default,seamless,0.5,0.42,1.04,0.71,0.78,0|1,0|0
63.8,-48.1,0.7,default,seamless,0.5,0.35,1.05,1.78,1.05,0|1,0|0
52.6,-48.7,0.7,default,seamless,0.5,0.32,1.08,1.23,1.29,0|1,0|0
40.6,-49,0.7,default,seamless,0.5,0.32,1.01,2.18,1.31,0|1,0|0
28.5,-49.1,0.7,default,seamless,0.5,0.38,0.86,1.56,1.65,0|1,0|0
